subtype,cluster_id,prefix_key,rep_name,top3_names,n_members,n_vpn_members,closest3_names,farthest3_names,centroid_sim_min,centroid_sim_max
theoretical_insight,12,th:12,Risk awareness moments enable extreme AI risk mitigation measures among elites,"Risk awareness moments enable extreme AI risk mitigation measures among elites | Early persuasion of policymakers, tech executives, and ML researchers enables ti | Need for proactive AI safety research alongside capabilities development",239,239,"Risk awareness moments enable extreme AI risk mitigation measures among elites | Early persuasion of policymakers, tech executives, and ML researchers enables timely AI safety measures | Need for proactive AI safety research alongside capabilities development",Far-UVC radiation inactivates airborne pathogens safely for humans | activation of telomerase reverses telomere shortening and extends cellular lifespan in vitro | Far-UVC radiation inactivates pathogens while safe for human exposure,0.3268,0.7786
theoretical_insight,28,th:28,Human demonstrations can bootstrap RL and reduce unsafe exploration,Human demonstrations can bootstrap RL and reduce unsafe exploration | human demonstration priors can bootstrap RL learning efficiently | Demonstrations provide dense feedback opportunity in sparse reward RL,63,63,Human demonstrations can bootstrap RL and reduce unsafe exploration | human demonstration priors can bootstrap RL learning efficiently | Demonstrations provide dense feedback opportunity in sparse reward RL,convergence increases with low teacher difficulty and high learner difficulty | difficulty score based on policy likelihood ratio in imitation learning | Model-based reinforcement learning anticipation of plasma dynamics in fusion control,0.551,0.8271
theoretical_insight,30,th:30,Explicit modeling of human behavior improves human-AI interaction,Explicit modeling of human behavior improves human-AI interaction | Inferring latent dynamics from behavior improves intent alignment | Learning predictive models of human partners improves coordination,70,70,Explicit modeling of human behavior improves human-AI interaction | Inferring latent dynamics from behavior improves intent alignment | Learning predictive models of human partners improves coordination,"Inference query selection (ALL, ANY, AT) aligns policies with user intentions | Human translation errors differ from machine translation errors requiring specialized correction modeling | Involutive MCMC generalization of RJMCMC enabling automation in variable-dimension inference",0.5387,0.7856
theoretical_insight,7,th:7,Stochastic policies can be optimal and provide smoother optimisation landscape,Stochastic policies can be optimal and provide smoother optimisation landscape | Penalizing policy divergence to maintain alignment in RLHF | experience replay decorrelates data to stabilize learning,143,143,Stochastic policies can be optimal and provide smoother optimisation landscape | Penalizing policy divergence to maintain alignment in RLHF | experience replay decorrelates data to stabilize learning,Invertible transformations enabling analytic change-of-variable density evaluation | Finite sampling window and insufficient rate cause frequency ambiguity | Universal function approximator equivalency of ANNs and biological neurons,0.4531,0.7451
theoretical_insight,1,th:1,Transparency enables additional reliability verification by domain experts,Transparency enables additional reliability verification by domain experts | Human oversight and AI-enabled monitoring mitigate misuse | Regulatory oversight and fairness audits can mitigate bias,125,125,Transparency enables additional reliability verification by domain experts | Human oversight and AI-enabled monitoring mitigate misuse | Regulatory oversight and fairness audits can mitigate bias,Network-centric drone warfare can compensate for reduced manpower | cross-strike arbitrage dominance insight | Secret sharing in MPC preserves confidentiality during computation,0.4809,0.7932
theoretical_insight,8,th:8,Decoupling performance optimization from safety constraints in Bayesian optimization,Decoupling performance optimization from safety constraints in Bayesian optimiza | Formal safety constraints independent of reward signals can prevent reward hacki | Separating utility and safety optimization via distinct policies shortens safety,65,65,Decoupling performance optimization from safety constraints in Bayesian optimization | Formal safety constraints independent of reward signals can prevent reward hacking while allowing reward optimization fr | Separating utility and safety optimization via distinct policies shortens safety horizon,Crop scheduling formulated as mixed integer linear program under constraints | Adding natural resource depletion converts explosion into collapse | Constraint optimization of resonance selection to eliminate conflicts in WRONoC,0.4346,0.7591
theoretical_insight,21,th:21,Supply chain concentration enables global compute governance,Supply chain concentration enables global compute governance | Controlling hardware supply chains slows dangerous AI proliferation | Export controls can slow dangerous capability proliferation,24,24,Supply chain concentration enables global compute governance | Controlling hardware supply chains slows dangerous AI proliferation | Export controls can slow dangerous capability proliferation,Latency floors can dampen speed-based competitive dynamics | Fabless-foundry industry structure creates supply chain dependence | Diversified semiconductor investments across geographies reduce supply chain risk,0.5902,0.8804
theoretical_insight,0,th:0,AI assistance can improve evaluation accuracy,AI assistance can improve evaluation accuracy | AI-assisted oversight can scale feedback beyond human limits | AI-generated feedback can enrich human feedback coverage,35,35,AI assistance can improve evaluation accuracy | AI-assisted oversight can scale feedback beyond human limits | AI-generated feedback can enrich human feedback coverage,High aspect ratio wings and lightweight structure reduce required power in human-powered flight | Machine vision-based automated curtailment can detect flying animals and reduce collisions at wind farms | Inter-antibody stimulation and suppression provide decentralized behavior arbitration,0.4331,0.8349
theoretical_insight,37,th:37,Goodhart's Law analogue in AI objective optimization,Goodhart's Law analogue in AI objective optimization | Proxy objective misalignment due to reward specification gaming | Proxy objective optimization drives divergence from true goals,32,32,Goodhart's Law analogue in AI objective optimization | Proxy objective misalignment due to reward specification gaming | Proxy objective optimization drives divergence from true goals,temporal mismatch between managerial evaluation and long-term outcomes in corporations | Closing individual reward loopholes does not scale | Conservative objective lower-bounds prevent overestimation near dataset manifold,0.5984,0.8685
theoretical_insight,19,th:19,Marginal entropy minimization encourages confident invariant predictions,Marginal entropy minimization encourages confident invariant predictions | Maximum entropy principle yields least-biased reward distribution in IRL | Reducing representation information via conditional entropy bottleneck improves ,46,46,Marginal entropy minimization encourages confident invariant predictions | Maximum entropy principle yields least-biased reward distribution in IRL | Reducing representation information via conditional entropy bottleneck improves robustness,13-gram overlap filtering detects contamination | Shannon entropy lower bound on average message length | dedicated medium of exchange minimizes information cost,0.5364,0.7372
theoretical_insight,5,th:5,Adversarial testing reveals unknown model failure modes better than static benchmarks in AI safety e,Adversarial testing reveals unknown model failure modes better than static bench | scalable adversarial testing reveals remaining unsafe behaviors | Adversarial red teaming exposes hidden failure modes in language models,73,73,Adversarial testing reveals unknown model failure modes better than static benchmarks in AI safety evaluation | scalable adversarial testing reveals remaining unsafe behaviors | Adversarial red teaming exposes hidden failure modes in language models,Trigger activation reducible to set-cover of compatible rare nets | Continuous wearable data streams enable predictive personalized health modeling | Spoofing effectiveness depends on traders’ reliance on visible order book information,0.45,0.8232
theoretical_insight,31,th:31,orthogonality thesis allowing arbitrary goals in highly intelligent agents,orthogonality thesis allowing arbitrary goals in highly intelligent agents | Orthogonality thesis of goal and intelligence in AI systems | Orthogonality thesis of intelligence and goals in AI systems,26,26,orthogonality thesis allowing arbitrary goals in highly intelligent agents | Orthogonality thesis of goal and intelligence in AI systems | Orthogonality thesis of intelligence and goals in AI systems,High intelligence does not inherently align with human values | Orthogonality and instrumental convergence in advanced AI | orthogonality between goals and capabilities in AI systems,0.7489,0.9644
theoretical_insight,27,th:27,Meta-learning enables few-shot adaptation across tasks,Meta-learning enables few-shot adaptation across tasks | Meta learning enables reward extrapolation from few demonstrations | Meta-learning can synthesize near-optimal algorithms reducing need for hand-craf,26,26,Meta-learning enables few-shot adaptation across tasks | Meta learning enables reward extrapolation from few demonstrations | Meta-learning can synthesize near-optimal algorithms reducing need for hand-crafted models,Expertise as reliably superior performance generated via deliberate practice with feedback | Startups require 90% shared deep models for high-frequency decision making | Domain-specific data curation improves NLP accuracy in specialized domains,0.5377,0.8093
theoretical_insight,15,th:15,counterfactual explanations causally relate input evidence to decisions,counterfactual explanations causally relate input evidence to decisions | Counterfactual reasoning enables human-understandable explanations | Human counterfactual reasoning facilitates model understanding,18,18,counterfactual explanations causally relate input evidence to decisions | Counterfactual reasoning enables human-understandable explanations | Human counterfactual reasoning facilitates model understanding,Structural equation modeling of ad placement as causal graph | no unobserved single-cause confounders assumption weakens ignorability requirement | missing data as causal inference with missingness graphs in linear Gaussian systems,0.6254,0.8193
theoretical_insight,38,th:38,Bayesian inference provides calibrated epistemic uncertainty,Bayesian inference provides calibrated epistemic uncertainty | Bayesian probabilistic modelling represents epistemic uncertainty in AI predicti | Probabilistic Bayesian modeling enables consistent inference under uncertainty,30,30,Bayesian inference provides calibrated epistemic uncertainty | Bayesian probabilistic modelling represents epistemic uncertainty in AI predictions | Probabilistic Bayesian modeling enables consistent inference under uncertainty,Quantum periodicity detection enabling efficient factoring in quantum computing | visual frequency representations align with intuitive reasoning | Orders-of-magnitude uncertainty in Drake parameters,0.4416,0.839
theoretical_insight,35,th:35,Self-generated chain-of-thought can unlock latent reasoning in LLMs,Self-generated chain-of-thought can unlock latent reasoning in LLMs | LLM-driven diverse perspective generation mitigates reasoning blind spots | Automated adversarial prompt generation increases harmful behavior discovery in ,43,43,Self-generated chain-of-thought can unlock latent reasoning in LLMs | LLM-driven diverse perspective generation mitigates reasoning blind spots | Automated adversarial prompt generation increases harmful behavior discovery in language models,instruction hierarchy (system→developer→user) governs behavior prioritization | Natural language processing can extract security signals from unstructured text | Prompt category taxonomy enables systematic hallucination evaluation,0.5167,0.7949
theoretical_insight,26,th:26,Penalizing shifts in attainable utility as proxy for agent impact,Penalizing shifts in attainable utility as proxy for agent impact | attainable utility preservation penalizes changes in auxiliary reward attainment | Attainable utility preservation principle for side-effect avoidance,42,42,Penalizing shifts in attainable utility as proxy for agent impact | attainable utility preservation penalizes changes in auxiliary reward attainment | Attainable utility preservation principle for side-effect avoidance,Cost-effectiveness estimation via Quality-Adjusted Research Year metric | Quality-Adjusted Research Year metric estimates researcher impact | stake-based economic penalties discourage dishonest block proposals,0.482,0.8483
theoretical_insight,24,th:24,low-rank factorization makes SDP relaxations memory efficient,low-rank factorization makes SDP relaxations memory efficient | Adding normalization or sparsity constraints can align model family with intende | Constraint representation stability enables neural guidance in program synthesis,21,21,low-rank factorization makes SDP relaxations memory efficient | Adding normalization or sparsity constraints can align model family with intended assumptions in NLP | Constraint representation stability enables neural guidance in program synthesis,Dual-norm rank-one dominance generalises strong convexity criterion | contraction mappings guarantee unique fixed points in complete metric spaces | monotonic many-to-one alignment assumption with blank token enables alignment marginalization,0.5833,0.7413
theoretical_insight,32,th:32,attention mechanisms enable selective focus on relevant positions in sequence,attention mechanisms enable selective focus on relevant positions in sequence | adaptive attention over source annotations can dynamically focus on relevant par | All-to-all self-attention captures long-range dependencies,25,25,attention mechanisms enable selective focus on relevant positions in sequence | adaptive attention over source annotations can dynamically focus on relevant parts | All-to-all self-attention captures long-range dependencies,Functional circuits can be localized in transformer architecture | Specific attention heads and MLP neurons collectively implement indirect object identification | selective focus on encoder states can bypass bottleneck,0.6043,0.8689
theoretical_insight,16,th:16,Darwinian natural selection applies to artificial agents favoring selfishness,Darwinian natural selection applies to artificial agents favoring selfishness | Darwinian selection favors selfish behavior in competitive AI ecosystems | Evolutionary selection favors selfish AI traits,9,9,Darwinian natural selection applies to artificial agents favoring selfishness | Darwinian selection favors selfish behavior in competitive AI ecosystems | Evolutionary selection favors selfish AI traits,Complex societies require high EROI energy flows | Free Energy Principle as general framework for agency across scales | Frontier models may autonomously acquire resources without alignment,0.6017,0.8919
theoretical_insight,22,th:22,Learning speed bounded by existing knowledge and computational intractability,Learning speed bounded by existing knowledge and computational intractability | Existence of threshold phenomena causing capability discontinuities in AI scalin | Computational physical limits bound maximum intelligence growth,13,13,Learning speed bounded by existing knowledge and computational intractability | Existence of threshold phenomena causing capability discontinuities in AI scaling | Computational physical limits bound maximum intelligence growth,Isothermal amplification enables equipment-light diagnostics | Precomputing evolved malware signatures | Offline-computed signatures can trade computation for storage,0.4922,0.735
theoretical_insight,17,th:17,detecting disguised missing values reduces prediction bias in cargo volume estimation,detecting disguised missing values reduces prediction bias in cargo volume estim | prediction-driven decision-making reduces offloading and increases revenue | flight-level error reduction achievable with gradient boosting over random fores,5,5,detecting disguised missing values reduces prediction bias in cargo volume estimation | prediction-driven decision-making reduces offloading and increases revenue | flight-level error reduction achievable with gradient boosting over random forests for volume prediction,Weekly retraining with recent data can adapt to concept drift but requires model stability | High-confidence sampling and self-consistency reduce noise in model-generated data | flight-level error reduction achievable with gradient boosting over random forests for volume prediction,0.6969,0.787
theoretical_insight,20,th:20,Bootstrapping stronger aligned agents via iterated amplification,Bootstrapping stronger aligned agents via iterated amplification,1,1,[],[],,
design_rationale,14,de:14,Penalizing reductions in attainable utilities to limit agent impact,Penalizing reductions in attainable utilities to limit agent impact | Penalizing change in attainable utility to preserve side-effect neutrality in RL | Penalizing reduction in attainable utilities to avoid side effects,58,58,Penalizing reductions in attainable utilities to limit agent impact | Penalizing change in attainable utility to preserve side-effect neutrality in RL | Penalizing reduction in attainable utilities to avoid side effects,Preemptive contingency planning for offline operation of services | Comparison of mission hedging versus leverage in portfolio optimization | human-in-the-loop shutdown design,0.4866,0.8762
design_rationale,27,de:27,Integration of probabilistic models for calibrated decision-making in AI systems,Integration of probabilistic models for calibrated decision-making in AI systems | incorporating Bayesian uncertainty into model predictions to trigger safe fallba | Calibration-based estimation to align expert confidence with probabilities,61,61,Integration of probabilistic models for calibrated decision-making in AI systems | incorporating Bayesian uncertainty into model predictions to trigger safe fallback mechanisms | Calibration-based estimation to align expert confidence with probabilities,Store graph triples in memory and traverse via associative and temporal links | policy-driven refusal or safe completion strategy for disallowed requests | heuristic-guided bi-directional RRT planning using combined comfort and efficiency costs,0.4581,0.7902
design_rationale,21,de:21,Formal verification of safety properties,Formal verification of safety properties | Differential dynamic logic-based safety verification for hybrid systems | Integrate formal validation via verification-driven model plausibility checks,40,40,Formal verification of safety properties | Differential dynamic logic-based safety verification for hybrid systems | Integrate formal validation via verification-driven model plausibility checks,Derivation that non-trivial normal subgroup must contain 3-cycles to resolve contradiction | Elimination of loops and assignments in WebPPL via higher-order functions | Employing beam search with external verification to capture correct outputs,0.4619,0.8
design_rationale,37,de:37,Learning reward models from human feedback for alignment,Learning reward models from human feedback for alignment | Use human preference feedback to bootstrap reinforcement learning alignment | Preference-based reinforcement learning to learn reward functions from human fee,148,148,Learning reward models from human feedback for alignment | Use human preference feedback to bootstrap reinforcement learning alignment | Preference-based reinforcement learning to learn reward functions from human feedback,Transform recursive algorithms into tail recursive form passing accumulator | Rule-based text generation for numerical fidelity | Task phasing curriculum continuum bridging demonstrations to target task,0.4361,0.9063
design_rationale,3,de:3,Adversarial training to shift model focus toward robust features,Adversarial training to shift model focus toward robust features | Adversarial training to penalize worst-case perturbations | augment training with adversarial perturbations to increase robustness,197,197,Adversarial training to shift model focus toward robust features | Adversarial training to penalize worst-case perturbations | augment training with adversarial perturbations to increase robustness,reconstruction of lost NIST digits to create new test set | Two-stage diffusion pipeline combining text-to-image and image-to-3D models for faster generation | Computing per-layer mean and variance per forward pass for normalization,0.5018,0.838
design_rationale,32,de:32,Include KL divergence penalty in RL objective during fine-tuning,Include KL divergence penalty in RL objective during fine-tuning | KL divergence regularization term added to reward function | KL divergence based reward shaping to limit distribution shift,49,49,Include KL divergence penalty in RL objective during fine-tuning | KL divergence regularization term added to reward function | KL divergence based reward shaping to limit distribution shift,Semantic translation via belief-distribution KL minimization | define risk-sensitive safe set using CVaR of maximum constraint violation | Select weights moving away from zero via magnitude_increase criterion,0.5664,0.8278
design_rationale,15,de:15,Funding initiatives to expand AI safety research community,Funding initiatives to expand AI safety research community | expand AI safety research capacity | Offer specialized AI safety training programs,167,167,Funding initiatives to expand AI safety research community | expand AI safety research capacity | Offer specialized AI safety training programs,Compilation of best textbook list to guide learners | Community ownership models preserving affordable housing | Pre-event donor preparation to minimize transaction latency for Giving Tuesday donations,0.3768,0.8176
design_rationale,10,de:10,Reduce model size and increase data volume for compute efficiency,Reduce model size and increase data volume for compute efficiency | Reduce model size and increase training data to achieve compute-optimal performa | Token-efficient model scaling for performance optimization,96,96,Reduce model size and increase data volume for compute efficiency | Reduce model size and increase training data to achieve compute-optimal performance | Token-efficient model scaling for performance optimization,Product-plus-one construction to find new prime | Selecting minimal exponent a where n^a ≥ m to reduce n-digit usage | Design aircraft with glider-like long tapering wings and minimal mass to lower power needs,0.4122,0.8191
design_rationale,5,de:5,Use cooperative inverse reinforcement learning to infer human preferences,Use cooperative inverse reinforcement learning to infer human preferences | AI preference-learning via cooperative inverse reinforcement learning | Cooperative inverse reinforcement learning for preference inference,47,47,Use cooperative inverse reinforcement learning to infer human preferences | AI preference-learning via cooperative inverse reinforcement learning | Cooperative inverse reinforcement learning for preference inference,Assisting for entire goal distribution reduces required prediction confidence | Use linear or nonlinear value function approximators for large MDPs | User policy transfer from internal to real dynamics for assistance,0.5459,0.9093
design_rationale,22,de:22,Mechanistic interpretability to uncover and audit model internals,Mechanistic interpretability to uncover and audit model internals | Mechanistic interpretability to surface model computations for oversight | Mechanistic interpretability reveals internal algorithms for safety assessment,121,121,Mechanistic interpretability to uncover and audit model internals | Mechanistic interpretability to surface model computations for oversight | Mechanistic interpretability reveals internal algorithms for safety assessment,Need for rapid accurate whole-brain neuron quantification across species | Cell-feature bipartite graph representation of single-cell data | Apply randomized control groups to measure causal ad effect,0.4535,0.8443
design_rationale,31,de:31,Embedding residual connections to preserve gradient flow during deep training,Embedding residual connections to preserve gradient flow during deep training | Residual block design eases optimization of deep CNNs | Insert differentiable activation normalisation before nonlinearities,87,87,Embedding residual connections to preserve gradient flow during deep training | Residual block design eases optimization of deep CNNs | Insert differentiable activation normalisation before nonlinearities,Explicit variable initialization and graph finalization for state consistency | Chunk-based 1D CNN to analyse byte sequences efficiently | Image-specific saliency maps via gradient to rank pixel influence,0.5559,0.7849
design_rationale,2,de:2,Develop human-legible modular learning algorithm architecture,Develop human-legible modular learning algorithm architecture | Integration of meta-reasoning modules for adaptive computation allocation in AI  | Modular AI tool development strategy in interdisciplinary research,52,52,Develop human-legible modular learning algorithm architecture | Integration of meta-reasoning modules for adaptive computation allocation in AI systems | Modular AI tool development strategy in interdisciplinary research,voice name system resolving device identity conflicts | Patient-specific fine-tuning of Wavenet for voice recreation | JSON mode for syntactically valid outputs,0.4358,0.7583
design_rationale,19,de:19,Transformers leverage self-attention to capture global context,Transformers leverage self-attention to capture global context | Transformer architectures capture long-range dependencies across modalities | replacing recurrence with self-attention to maintain context and parallelize tra,71,71,Transformers leverage self-attention to capture global context | Transformer architectures capture long-range dependencies across modalities | replacing recurrence with self-attention to maintain context and parallelize training,Automatic kernel generation from high-level user specifications using involutive MCMC in open-universe models | Message passing framework preserving graph symmetries | Multi-frame Time-Contrastive Networks to capture position and velocity,0.5462,0.7962
design_rationale,33,de:33,Combine formal shields with RL to restrict unsafe actions during learning,Combine formal shields with RL to restrict unsafe actions during learning | Probabilistic δ-shield blocking high-risk actions in RL | Runtime shield enforcing safety with minimal interference,15,15,Combine formal shields with RL to restrict unsafe actions during learning | Probabilistic δ-shield blocking high-risk actions in RL | Runtime shield enforcing safety with minimal interference,Use variable-length prefix coding to minimize expected cost | Utilize logic programming to compute optimal disjoint resonant sets in WRONoC | Prefix-free encoding allowing early termination on certain messages,0.5339,0.8241
design_rationale,20,de:20,Establish coordinated governance regimes to enforce safety standards,Establish coordinated governance regimes to enforce safety standards | Establish external institutions to govern AI cooperation and safety | establishing global governance frameworks for frontier AI models,123,123,Establish coordinated governance regimes to enforce safety standards | Establish external institutions to govern AI cooperation and safety | establishing global governance frameworks for frontier AI models,Creation of drone combat units to extend reconnaissance and strike range | Promoting moral tolerance and multiculturalism to reduce nationalism | Municipal ordinance prohibiting government facial recognition use,0.4989,0.8486
design_rationale,28,de:28,Rigorous pre-deployment testing to reveal dangerous behaviors,Rigorous pre-deployment testing to reveal dangerous behaviors | Pre-release cybersecurity red teaming of AI models | Integrate systematic red teaming into AI safety evaluation process,43,43,Rigorous pre-deployment testing to reveal dangerous behaviors | Pre-release cybersecurity red teaming of AI models | Integrate systematic red teaming into AI safety evaluation process,Employ structured evaluation to filter high-leverage interventions | Mandatory code and data release with reproducibility checklist | Implement structured internal review pipeline for all research outputs,0.5926,0.8734
design_rationale,8,de:8,policy optimization via autoregressive generative modeling,policy optimization via autoregressive generative modeling | Modeling human reinforcement to select actions maximizing predicted feedback | Integrating learned dynamics model with safety-penalized reward for policy impro,182,182,policy optimization via autoregressive generative modeling | Modeling human reinforcement to select actions maximizing predicted feedback | Integrating learned dynamics model with safety-penalized reward for policy improvement,Entropy-based differentiation between trojaned and clean inputs in vision models | Correct bias by reweighting training examples to emulate true labels | Applying coverage-guided fuzzing to neural networks to improve test coverage,0.4936,0.7934
design_rationale,17,de:17,Restricting model capabilities and access as precautionary safety measure,Restricting model capabilities and access as precautionary safety measure | Conditional release policies restricting access to model weights | Restrict access to high-risk AI capabilities through structured cloud services,73,73,Restricting model capabilities and access as precautionary safety measure | Conditional release policies restricting access to model weights | Restrict access to high-risk AI capabilities through structured cloud services,Set conversation limit to at least eight turns based on common use cases | Transition to quantum-resistant cryptographic schemes in secure communications | One-way hash password storage eliminating secrecy assumption,0.4944,0.8065
design_rationale,0,de:0,Provide chain-of-thought demonstrations in prompts,Provide chain-of-thought demonstrations in prompts | Dynamic prompt example selection aligns LLM assumptions with environment afforda | Use chain-of-thought and least-to-most prompting to externalize reasoning,55,55,Provide chain-of-thought demonstrations in prompts | Dynamic prompt example selection aligns LLM assumptions with environment affordances | Use chain-of-thought and least-to-most prompting to externalize reasoning,Recursive book summarization as testbed for decomposition with human feedback | Showcase pilot direct work projects to build credibility | Text-based web-browsing environment for end-to-end QA,0.5307,0.7896
design_rationale,18,de:18,maxmin policy maximizes worst-case reward to ensure safety,maxmin policy maximizes worst-case reward to ensure safety | Safe exploration constraints to limit risky action selection | Selecting actions based on certified worst-case value estimates,47,47,maxmin policy maximizes worst-case reward to ensure safety | Safe exploration constraints to limit risky action selection | Selecting actions based on certified worst-case value estimates,Employing approximated second-order methods with curvature matrices (Fisher/Gauss-Newton) | computationally tractable Gramian certificate for blackbox models | Use MIP solver to compute optimal planting schedule,0.4831,0.7725
design_rationale,16,de:16,Prioritize AI safety research to solve control and value alignment problems,Prioritize AI safety research to solve control and value alignment problems | Conduct technical AI safety research prior to deployment | Proactive technical alignment research to align objectives with human values,90,90,Prioritize AI safety research to solve control and value alignment problems | Conduct technical AI safety research prior to deployment | Proactive technical alignment research to align objectives with human values,Structured gratitude exercises to foster habitual appreciation in individuals | Long-Term Benefit Trust governance structure | Maintain high vaccination coverage to mitigate Delta impact,0.4787,0.8484
design_rationale,13,de:13,Embedding human oversight and feedback loops in AI deployment,Embedding human oversight and feedback loops in AI deployment | Scalable oversight using human or AI feedback to align behavior | Scalable oversight combining human evaluators with AI critique models,31,31,Embedding human oversight and feedback loops in AI deployment | Scalable oversight using human or AI feedback to align behavior | Scalable oversight combining human evaluators with AI critique models,Embed open-source HRoT like Caliptra in ML chips | Explicit human-written constitutional principles as alignment objectives | Invoke LLM multiple times to detect and rewrite hallucinations,0.568,0.8662
design_rationale,25,de:25,Export controls on compute to limit proliferation of advanced AI,Export controls on compute to limit proliferation of advanced AI | Implement policy export controls on advanced AI chips | Export control policies targeting AI chip supply chain to maintain advantage,34,34,Export controls on compute to limit proliferation of advanced AI | Implement policy export controls on advanced AI chips | Export control policies targeting AI chip supply chain to maintain advantage,Including non-Taiwan semiconductor equities in AI investment portfolios | Increase acquisition costs and limit accessibility of WMDs to preserve deterrence effectiveness | National industrial policy to reshore and friend-shore semiconductor manufacturing,0.6072,0.9067
design_rationale,7,de:7,Enforcing advanced information security at AI labs,Enforcing advanced information security at AI labs | Establish robust cybersecurity protocols within AI labs | Embedding safety research into mainstream ML development,56,56,Enforcing advanced information security at AI labs | Establish robust cybersecurity protocols within AI labs | Embedding safety research into mainstream ML development,adopt cheapest widely accepted commodity as medium of exchange | consolidated exchange for standard options | Deploy Far-UVC lighting for continuous ambient disinfection in occupied spaces,0.4003,0.7702
design_rationale,9,de:9,Provide comprehensive education and public transparency on AI progress and risks,Provide comprehensive education and public transparency on AI progress and risks | Strategic outreach to stakeholders about AI safety | Engage public and researchers via accessible safety explanations,46,46,Provide comprehensive education and public transparency on AI progress and risks | Strategic outreach to stakeholders about AI safety | Engage public and researchers via accessible safety explanations,Debunk misconceptions using educational interventions with visual cards | Daily self-reported surveys and longitudinal correlation analysis to evaluate personal variables | Imposing reputational costs to discourage misinformation,0.5088,0.8404
design_rationale,23,de:23,Integrate AI-driven forecasting into strategic decision-making to raise cost estimates,Integrate AI-driven forecasting into strategic decision-making to raise cost est | Combine human and AI forecasts to improve accuracy of strategic predictions | Structured forecasting methodology for AI timelines,57,57,Integrate AI-driven forecasting into strategic decision-making to raise cost estimates | Combine human and AI forecasts to improve accuracy of strategic predictions | Structured forecasting methodology for AI timelines,"Statistical model combining planet formation rate and exponential survival probability to infer catastrophe timescale τ | Chronon-based unigram language modeling for timestamp prediction | Logistic curve modeling for hardware, algorithmic, and spending progress",0.4717,0.8067
design_rationale,11,de:11,Embedding human value alignment into AI objective functions,Embedding human value alignment into AI objective functions | Develop AI alignment techniques encoding human values | Value alignment research to ensure AI objectives match human values,44,44,Embedding human value alignment into AI objective functions | Develop AI alignment techniques encoding human values | Value alignment research to ensure AI objectives match human values,Define Quality-Adjusted Research Year as standardized effectiveness metric | Adopt feature-based evaluation metric (FID) | dynamic programming forward-backward algorithm merges alignment paths for efficiency,0.4668,0.8954
design_rationale,6,de:6,Incorporate fairness auditing before deployment,"Incorporate fairness auditing before deployment | Privacy-preserving mechanisms in data aggregation, training, and inference | Employ dataset diversification and fairness constraints to reduce shortcut relia",51,51,"Incorporate fairness auditing before deployment | Privacy-preserving mechanisms in data aggregation, training, and inference | Employ dataset diversification and fairness constraints to reduce shortcut reliance",SPDZ protocol for secure multiparty linear algebra in deep learning | Five-step privacy-preserving knowledge graph comparison protocol | Remove incentive for output steganography by limiting or redirecting information capacity,0.5238,0.7904
design_rationale,29,de:29,Develop standardized benchmarking frameworks for feature attribution methods,Develop standardized benchmarking frameworks for feature attribution methods | Development of comprehensive AI safety benchmark suite | Develop benchmarks incorporating natural images and videos to test algorithms,82,82,Develop standardized benchmarking frameworks for feature attribution methods | Development of comprehensive AI safety benchmark suite | Develop benchmarks incorporating natural images and videos to test algorithms,"Grid-world representation mapping primitive families to fixed grid enabling semi-constrained search | Design of Fruit Market environment modeling production, consumption, and trade | Develop low-cost LAMP diagnostic platform for point-of-care testing",0.4178,0.8057
design_rationale,36,de:36,Safety fine-tuning and output filtering to reduce harmful generation,Safety fine-tuning and output filtering to reduce harmful generation | implement harmful content detection filters for language agents | Training dedicated harmful-content classifier as output filter,17,17,Safety fine-tuning and output filtering to reduce harmful generation | implement harmful content detection filters for language agents | Training dedicated harmful-content classifier as output filter,Combine travel-assistant and chat-bot classifiers via rule-based logic | Waste-minimizing workflow placing annotation after ingestion | Separating validation data to measure generalization performance,0.6148,0.8092
design_rationale,30,de:30,Use experience replay to decorrelate updates,Use experience replay to decorrelate updates | Integrate experience replay with deep Q-learning for data efficiency in Atari RL | Decoupling acting and learning via experience replay buffer,68,68,Use experience replay to decorrelate updates | Integrate experience replay with deep Q-learning for data efficiency in Atari RL | Decoupling acting and learning via experience replay buffer,Use relational database storage to manage large simulation logs | Deterministic Heun sampler with polynomial time discretization to minimize truncation error | Ensure sampling strategies meet Nyquist rate and minimize windowing effects,0.4616,0.8055
design_rationale,1,de:1,Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks,Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | pre-train then short fine-tuning on target task to leverage robust features | Pre-finetuning with massive multi-task learning to refine representations,63,63,Adopt pre-train then fine-tune paradigm for robustness and uncertainty tasks | pre-train then short fine-tuning on target task to leverage robust features | Pre-finetuning with massive multi-task learning to refine representations,Representation compression by minimizing conditional mutual information | Logistic regression aggregation of feature scores for preference prediction | Compositional preference modeling with separate feature scoring and aggregation,0.5079,0.8002
