subtype,cluster_id,prefix_key,rep_name,top3_names,n_members,n_vpn_members
theoretical_insight,24,th:24,low-rank factorization makes SDP relaxations memory efficient,low-rank factorization makes SDP relaxations memory efficient | Adding normalization or sparsity constraints can align model family with intende | Constraint representation stability enables neural guidance in program synthesis,21,21
theoretical_insight,25,th:25,Human values are complex and difficult to specify explicitly,Human values are complex and difficult to specify explicitly | complexity and fragility of human values complicate alignment | difficulty of formally specifying human values,19,19
theoretical_insight,26,th:26,Penalizing shifts in attainable utility as proxy for agent impact,Penalizing shifts in attainable utility as proxy for agent impact | attainable utility preservation penalizes changes in auxiliary reward attainment | Attainable utility preservation principle for side-effect avoidance,42,42
theoretical_insight,27,th:27,Meta-learning enables few-shot adaptation across tasks,Meta-learning enables few-shot adaptation across tasks | Meta learning enables reward extrapolation from few demonstrations | Meta-learning can synthesize near-optimal algorithms reducing need for hand-craf,26,26
theoretical_insight,28,th:28,Human demonstrations can bootstrap RL and reduce unsafe exploration,Human demonstrations can bootstrap RL and reduce unsafe exploration | human demonstration priors can bootstrap RL learning efficiently | Demonstrations provide dense feedback opportunity in sparse reward RL,63,63
theoretical_insight,29,th:29,Uncertainty over human preferences enables safer optimization,Uncertainty over human preferences enables safer optimization | Reward uncertainty in AI objective promotes corrigibility | Maintaining uncertainty over human objectives enables safer optimization,83,83
theoretical_insight,3,th:3,Predictive modeling and representation learning can alleviate data inefficiency in RL,Predictive modeling and representation learning can alleviate data inefficiency  | Domain randomization improves transferability in RL | vast diverse smooth task space enables generalisation of behaviours,70,70
theoretical_insight,30,th:30,Explicit modeling of human behavior improves human-AI interaction,Explicit modeling of human behavior improves human-AI interaction | Inferring latent dynamics from behavior improves intent alignment | Learning predictive models of human partners improves coordination,70,70
theoretical_insight,31,th:31,orthogonality thesis allowing arbitrary goals in highly intelligent agents,orthogonality thesis allowing arbitrary goals in highly intelligent agents | Orthogonality thesis of goal and intelligence in AI systems | Orthogonality thesis of intelligence and goals in AI systems,26,26
theoretical_insight,32,th:32,attention mechanisms enable selective focus on relevant positions in sequence,attention mechanisms enable selective focus on relevant positions in sequence | adaptive attention over source annotations can dynamically focus on relevant par | All-to-all self-attention captures long-range dependencies,25,25
theoretical_insight,33,th:33,Scaling laws linking compute to AI performance,"Scaling laws linking compute to AI performance | Compute, data, and parameter scaling predominantly drive AI capability gains | Historical compute scaling trends predict capability gains in machine learning",88,88
theoretical_insight,34,th:34,Data diversity and augmentation mitigate representation bias,Data diversity and augmentation mitigate representation bias | Synthetic data augmentation can mitigate texture bias in vision models | Data augmentation expands support of training distribution to reduce shift,61,61
theoretical_insight,35,th:35,Self-generated chain-of-thought can unlock latent reasoning in LLMs,Self-generated chain-of-thought can unlock latent reasoning in LLMs | LLM-driven diverse perspective generation mitigates reasoning blind spots | Automated adversarial prompt generation increases harmful behavior discovery in ,43,43
theoretical_insight,36,th:36,Robust optimization via adversarial examples improves robustness,Robust optimization via adversarial examples improves robustness | Robust optimization via worst-case perturbation enhances model reliability | Adversarial training improves robustness by incorporating perturbed data,107,107
theoretical_insight,37,th:37,Goodhart's Law analogue in AI objective optimization,Goodhart's Law analogue in AI objective optimization | Proxy objective misalignment due to reward specification gaming | Proxy objective optimization drives divergence from true goals,32,32
theoretical_insight,38,th:38,Bayesian inference provides calibrated epistemic uncertainty,Bayesian inference provides calibrated epistemic uncertainty | Bayesian probabilistic modelling represents epistemic uncertainty in AI predicti | Probabilistic Bayesian modeling enables consistent inference under uncertainty,30,30
theoretical_insight,39,th:39,Formal verification detecting hidden controller flaws in CPS,Formal verification detecting hidden controller flaws in CPS | Model checking can formally verify properties beyond what testing detects | Formal verification ensures absence of specific low-level errors via static anal,42,42
theoretical_insight,4,th:4,Interpretability reveals hidden model logic,Interpretability reveals hidden model logic | Interpretability enables detection and correction of misbehavior | Interpretability through transparency and post-hoc explanations can reveal model,114,114
theoretical_insight,5,th:5,Adversarial testing reveals unknown model failure modes better than static benchmarks in AI safety e,Adversarial testing reveals unknown model failure modes better than static bench | scalable adversarial testing reveals remaining unsafe behaviors | Adversarial red teaming exposes hidden failure modes in language models,73,73
theoretical_insight,6,th:6,Human feedback reward modelling approximates complex objectives,Human feedback reward modelling approximates complex objectives | Human feedback aligning reward models with human preferences in open-ended tasks | Reward modeling enabling human preference learning,129,129
theoretical_insight,7,th:7,Stochastic policies can be optimal and provide smoother optimisation landscape,Stochastic policies can be optimal and provide smoother optimisation landscape | Penalizing policy divergence to maintain alignment in RLHF | experience replay decorrelates data to stabilize learning,143,143
theoretical_insight,8,th:8,Decoupling performance optimization from safety constraints in Bayesian optimization,Decoupling performance optimization from safety constraints in Bayesian optimiza | Formal safety constraints independent of reward signals can prevent reward hacki | Separating utility and safety optimization via distinct policies shortens safety,65,65
theoretical_insight,9,th:9,Separating abstraction from reasoning reduces cognitive load and improves responsiveness,Separating abstraction from reasoning reduces cognitive load and improves respon | Human-like cognitive agent models enable transparency and control | Separation of syntax and semantics enables empirical verification,76,76
validation_evidence,0,va:0,experiments showing vulnerability and robustness improvements,experiments showing vulnerability and robustness improvements | robustness benchmarks showing reduced error under perturbations | robustness research survey showing reduced error under adversarial input,95,95
validation_evidence,1,va:1,Human-preference trained agent success in Atari tasks,Human-preference trained agent success in Atari tasks | Human-level performance on long-horizon tasks with ~100 demonstrations | Atari imitation learning experiments achieving better-than-demonstrator performa,266,266
validation_evidence,10,va:10,Demonstrated skill gains among fellowship participants,Demonstrated skill gains among fellowship participants | High engagement metrics from first Sydney AI Fellowship | Positive research progress among fellows,116,116
validation_evidence,11,va:11,experiment 4: effectiveness in unstructured environment,"experiment 4: effectiveness in unstructured environment | Human study shows experimental explanations increase intelligibility, mental mod | experiment 1: metacognitive feedback improves far-sighted planning",81,81
validation_evidence,12,va:12,Community adoption of reproducibility checklists improved ML research reliability,Community adoption of reproducibility checklists improved ML research reliabilit | Industry case studies show metric-adjusted recommenders reduce harmful engagemen | Positive adoption of interpretability research outputs within ML community,58,58
validation_evidence,13,va:13,Biased credit scoring outcomes in deployed systems,Biased credit scoring outcomes in deployed systems | Documented cases of bias in credit scoring and sentencing algorithms prompting c | lower recidivism false positives after equalized odds constraint application,23,23
validation_evidence,14,va:14,Transformer models outperform prior architectures on language tasks,Transformer models outperform prior architectures on language tasks | Transformer outperforms RNNs on machine translation and classification | transformer achieves state-of-the-art perplexity on language modeling benchmarks,72,72
validation_evidence,15,va:15,Anthropic experiments showing reduced harmful outputs with CAI,Anthropic experiments showing reduced harmful outputs with CAI | Human evaluation shows higher harmlessness and reduced evasiveness compared to R | Reduced toxicity and misinformation after RLHF in experiments,88,88
validation_evidence,16,va:16,Verified controller avoided collisions whereas unverified one collided in simulation,Verified controller avoided collisions whereas unverified one collided in simula | reduced safety violations and enhanced worst-case performance | Battlefield simulator validation of hybrid controller safety constraints,17,17
validation_evidence,17,va:17,Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence,Aligned GPT-3 shows reduced harmful outputs and improved instruction adherence | RLHF improved helpfulness and harmlessness metrics in GPT-4 | ChatGPT demonstrates improved helpfulness yet exhibits misalignment failures,76,76
validation_evidence,18,va:18,Case studies of public acceptance improvements with explainable AI,Case studies of public acceptance improvements with explainable AI | Successful pilot of AI Incident Database cataloging real-world AI harms | FDA clearance processes highlighting necessity of bias mitigation,40,40
validation_evidence,19,va:19,Theoretical proof that conservative training lower-bounds true objective within T-step neighborhood,Theoretical proof that conservative training lower-bounds true objective within  | convergence proofs for ε-greedy policy improvement | Formal proof of policy gradient theorem guaranteeing ascent to local optimum,71,71
validation_evidence,2,va:2,Expert survey median 20-30% probabilities of AI existential catastrophe,Expert survey median 20-30% probabilities of AI existential catastrophe | 2016-17 AI researcher survey assigning 5% extinction probability to AI | Convergent probability estimates of >10 % TAI by 2036,62,62
validation_evidence,20,va:20,Toy gridworld experiments show reduced irreversible side effects with penalty,Toy gridworld experiments show reduced irreversible side effects with penalty | AI Safety Gridworld experiments showing side-effect reduction with AUP using ran | grid-world experiments show reduced side-effects with reachability penalty,85,85
validation_evidence,21,va:21,Chinchilla outperforming larger models on MMLU with less compute,Chinchilla outperforming larger models on MMLU with less compute | Chinchilla outperforming larger models on downstream benchmarks and lowering inf | Chinchilla outperforms Gopher under equal compute,10,10
validation_evidence,22,va:22,Prediction markets beat ordinary teams by about 20%,Prediction markets beat ordinary teams by about 20% | Empirical superiority of superforecasters in long-term calibration | 2022 forecasting contest results showing capability progress faster than predict,41,41
validation_evidence,23,va:23,AlphaZero outperforming human data-based Go systems,AlphaZero outperforming human data-based Go systems | AlphaZero self-play surpassing human Go performance | AlphaGo superhuman performance using MCTS self-play,29,29
validation_evidence,24,va:24,Ablation study shows large performance drop when prioritised replay or multi-step returns removed,Ablation study shows large performance drop when prioritised replay or multi-ste | Ablation study shows significant performance degradation without replay or targe | Ablation study showing quality drop without key techniques and instability witho,31,31
validation_evidence,25,va:25,AiMotive evidence of remote testers predicting system failures,AiMotive evidence of remote testers predicting system failures | Empirical evidence from reference autonomous robot architectures achieving relia | Tesla autopilot crash demonstrating safeguard insufficiency,27,27
validation_evidence,26,va:26,Lower adversarial error rate on PGD CIFAR-10 test,Lower adversarial error rate on PGD CIFAR-10 test | MNIST and CIFAR10 adversarial accuracy improvements after PGD training | robust accuracy increase on CIFAR10 under PGD attack,160,160
validation_evidence,27,va:27,US semiconductor export controls data showing widening China compute gap,US semiconductor export controls data showing widening China compute gap | Historical effectiveness of semiconductor export controls | 2022 US chip export controls reportedly limiting Chinese access to advanced GPUs,26,26
validation_evidence,28,va:28,Red teaming successes in cybersecurity demonstrating vulnerability discovery,Red teaming successes in cybersecurity demonstrating vulnerability discovery | Stable Diffusion safety filter vulnerabilities uncovered by red teaming (Rando e | Red teaming reveals vulnerabilities in AI systems,63,63
validation_evidence,29,va:29,Google data centers 30 percent reduction in cooling energy with AI control,Google data centers 30 percent reduction in cooling energy with AI control | Energy consumption studies demonstrate high emissions from AI training and deplo | Stable data center emissions despite compute growth,3,3
validation_evidence,3,va:3,Empirical observations of current AI misalignment behaviors,Empirical observations of current AI misalignment behaviors | AI-box experiment and channel-capacity analyses | Documented biased hiring AI cases and RL shortcut game examples,27,27
validation_evidence,30,va:30,Historical governance successes mitigating technology risks,Historical governance successes mitigating technology risks | Historical success of licensing and export control regimes in safety-critical do | Historical success of defense in depth in nuclear safety via PALs,62,62
validation_evidence,31,va:31,"Successful formal verification of safety-critical software (flight, rail, pacemaker etc.)","Successful formal verification of safety-critical software (flight, rail, pacema | seL4 functional correctness proof covering 10k lines of C code | Intel's 15 years of formal property verification improving CPU reliability",37,37
validation_evidence,32,va:32,Donor responsiveness demonstrated by hitting $750k 2016 fundraiser goal at MIRI,Donor responsiveness demonstrated by hitting $750k 2016 fundraiser goal at MIRI | Winning $60k in matching and prizes indicates fundraising effectiveness | Open Philanthropy Project $500k grant offsetting budget gap at MIRI,31,31
validation_evidence,33,va:33,17x training speedup and 90% GPU utilization after pipeline refactor,17x training speedup and 90% GPU utilization after pipeline refactor | Compute increase 300kx and efficiency improvement 44x between 2012-2019 | Linear throughput scaling to 47 TF per GPU training 1T parameter model,75,75
validation_evidence,34,va:34,empirical studies show early stopping reduces overfitting,empirical studies show early stopping reduces overfitting | experimental results on early-exiting reducing average inference cost without ac | Reduced train-test error gap with regularized linear regression on example datas,49,49
validation_evidence,35,va:35,Simulation and offline user studies show improved coordination and efficiency,"Simulation and offline user studies show improved coordination and efficiency | simulation and real robot experiments showing high performance with few expert q | Reduced failures and maintained performance in navigation, locomotion, manipulat",70,70
validation_evidence,36,va:36,Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5%,Modified architecture reduces ImageNet top-5 error from 18.2% to 16.5% | ImageNet top-5 error reduced from 26% to 15% using deep CNNs | 37.5 % top-1 and 17.0 % top-5 error on ILSVRC-2010 beating prior state-of-the-ar,93,93
validation_evidence,37,va:37,specification gaming examples in current ML systems,specification gaming examples in current ML systems | Documented RL reward hacking incidents in simulated agents | Real-world reward hacking examples in games and AI systems,19,19
validation_evidence,38,va:38,GPT-3 few-shot results near state-of-the-art without fine-tuning,GPT-3 few-shot results near state-of-the-art without fine-tuning | High benchmark accuracy of GPT-3 in zero/one/few-shot settings | GPT-4 achieving 86% MMLU score evidence,46,46
validation_evidence,39,va:39,Improved summarization performance with human feedback training,Improved summarization performance with human feedback training | RLHF summarization improves human preference alignment | RLHF summarization benchmark improvement showing feasibility of human feedback a,60,60
validation_evidence,4,va:4,Few-shot classification accuracy improvements using MAML benchmarks,Few-shot classification accuracy improvements using MAML benchmarks | High accuracy and low recognition time across 15 domains with up to 80% incomple | Accuracy gains on reasoning benchmarks via Zero-shot-CoT,98,98
validation_evidence,5,va:5,Medical test base-rate example showing posterior probability drop,Medical test base-rate example showing posterior probability drop | Online experiment (n=1226) showing majority Bayesian-optimal choices across 13/1 | Widget worked example demonstrates 25% posterior computed mentally,23,23
validation_evidence,6,va:6,Improved learning stability observed in actor-critic algorithms in RL benchmarks,Improved learning stability observed in actor-critic algorithms in RL benchmarks | Empirical faster convergence with baseline in policy gradient | Empirical variance reduction and faster convergence with baseline-subtracted gra,27,27
validation_evidence,7,va:7,Case studies showing interpretability exposes neuron-level misalignment in language models,Case studies showing interpretability exposes neuron-level misalignment in langu | Case studies demonstrate interpretable circuits in vision networks | Feature visualization revealing coherent circuits in classifiers,45,45
validation_evidence,8,va:8,Comprehensive comparative results across 9 benchmarks showing post-hoc methods efficacy,"Comprehensive comparative results across 9 benchmarks showing post-hoc methods e | Mahalanobis method surpasses ODIN in OOD detection across datasets | Improved OOD detection metrics across CamVid OOD, StreetHazards, BDD Anomaly dat",80,80
validation_evidence,9,va:9,Expert survey showing broad consensus on 49 of 50 AI safety proposals,Expert survey showing broad consensus on 49 of 50 AI safety proposals | Recent government AI governance actions indicating feasibility of regulation | public polling shows support for strong AI regulation,129,129
