risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
10,222,32,38,43,32,Existential catastrophe from misaligned AI,,Incentivized AI forecasting and prediction systems
16,123,32,11,56,32,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
1,0,32,8,6678,32,Malicious misuse of frontier AI for large-scale harm,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
21,124,32,37,111,32,Catastrophic AI misalignment and loss of control,,ROME-based factual knowledge editing
1,0,32,11,264,32,Malicious misuse of frontier AI for large-scale harm,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
10,108,32,8,128,32,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
21,59,32,11,208,32,Catastrophic AI misalignment and loss of control,,Public AI risk outreach and educational dissemination
16,242,32,5,36,32,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,180,56,33,32,32,Insufficient AI safety research capacity,,Deployment-time prompt engineering for aligned behavior
16,38,32,4,264,32,Insufficient AI safety research capacity,Elite risk salience enabling safety capacity building,Pre-deployment safety gates and controlled release
26,14,32,8,399,32,Misaligned AGI existential catastrophe,Capacity-building through funded safety talent and oversight,Expand AI Safety Research Funding and Capacity
21,84,32,32,160,32,Catastrophic AI misalignment and loss of control,,Attainable Utility Preservation reward penalty
16,252,32,19,35,32,Insufficient AI safety research capacity,,Demonstration-Based Policy Pretraining
38,14,32,8,399,32,Catastrophic AGI Misalignment Risk,Capacity-building through funded safety talent and oversight,Expand AI Safety Research Funding and Capacity
16,254,32,35,35,32,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
16,180,56,27,32,32,Insufficient AI safety research capacity,,KL-Regularized RLHF Fine-Tuning
25,37,32,1,265,32,Misaligned Superintelligent AI Existential Risk,Governance-enabled safety capacity escalation,Continuous anomaly monitoring and safety tripwires
16,37,32,1,265,32,Insufficient AI safety research capacity,Governance-enabled safety capacity escalation,Continuous anomaly monitoring and safety tripwires
6,210,32,8,50,32,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
16,179,60,11,32,32,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
16,179,60,8,32,32,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
10,87,32,27,157,32,Existential catastrophe from misaligned AI,,KL-Regularized RLHF Fine-Tuning
16,253,32,31,35,32,Insufficient AI safety research capacity,,Human-AI collaboration tools for skill building
10,166,32,23,74,32,Existential catastrophe from misaligned AI,,Human-aware predictive robot control and safety planning
18,122,31,24,114,31,Catastrophic Superintelligent AI Misalignment,,RLHF fine-tuning for aligned language models
11,275,31,38,32,31,Misforecasted AI Timelines Undermining Safety Preparedness,,Incentivized AI forecasting and prediction systems
21,27,31,8,320,31,Catastrophic AI misalignment and loss of control,Scaling safety capacity through transparent expert oversight,Expand AI Safety Research Funding and Capacity
10,80,31,35,165,31,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
26,56,31,31,213,31,Misaligned AGI existential catastrophe,,Human-AI collaboration tools for skill building
16,258,31,8,34,31,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
21,28,31,8,320,31,Catastrophic AI misalignment and loss of control,Governance capacity building via safety infrastructure,Expand AI Safety Research Funding and Capacity
1,70,31,8,172,31,Malicious misuse of frontier AI for large-scale harm,,Expand AI Safety Research Funding and Capacity
25,73,31,29,175,31,Misaligned Superintelligent AI Existential Risk,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
10,88,31,24,157,31,Existential catastrophe from misaligned AI,,RLHF fine-tuning for aligned language models
16,61,31,4,199,31,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
25,74,31,29,175,31,Misaligned Superintelligent AI Existential Risk,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
10,93,31,8,149,31,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
10,255,30,10,35,30,Existential catastrophe from misaligned AI,,Governed AI oversight and compliance regimes
25,17,30,10,371,30,Misaligned Superintelligent AI Existential Risk,Global governance enables coordinated AI safety controls,Governed AI oversight and compliance regimes
10,120,30,8,116,30,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
16,249,30,8,35,30,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
18,3,30,5,300,30,Catastrophic Superintelligent AI Misalignment,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
16,280,30,5,32,30,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
21,13,30,8,403,30,Catastrophic AI misalignment and loss of control,Grant-driven expansion of AI safety research,Expand AI Safety Research Funding and Capacity
16,269,30,35,33,30,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
16,279,30,8,32,30,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,267,30,5,33,30,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
34,76,30,8,168,30,Instrumental power-seeking by advanced AI agents,,Expand AI Safety Research Funding and Capacity
21,102,30,8,134,30,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
35,198,30,2,56,30,Advanced AI value misalignment risk,,MCTS-Guided RL Planning and Training
16,277,30,38,32,30,Insufficient AI safety research capacity,,Incentivized AI forecasting and prediction systems
18,3,30,19,600,30,Catastrophic Superintelligent AI Misalignment,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
16,251,30,11,35,30,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
16,187,56,8,30,30,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,187,56,15,30,30,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
16,270,29,35,33,29,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
12,166,29,23,74,29,Catastrophic risks from misaligned advanced AI,,Human-aware predictive robot control and safety planning
16,59,29,11,208,29,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
16,268,29,6,29,29,Insufficient AI safety research capacity,,PGD Adversarial Training for Robust Fine-Tuning
16,281,29,39,32,29,Insufficient AI safety research capacity,,Export controls on advanced AI hardware
21,8,29,11,362,29,Catastrophic AI misalignment and loss of control,Grant-funded AI safety talent pipeline,Public AI risk outreach and educational dissemination
21,8,29,8,316,29,Catastrophic AI misalignment and loss of control,Grant-funded AI safety talent pipeline,Expand AI Safety Research Funding and Capacity
10,141,29,6,92,29,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
10,105,29,8,135,29,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
16,288,29,10,31,29,Insufficient AI safety research capacity,,Governed AI oversight and compliance regimes
21,291,29,8,31,29,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
10,99,29,8,145,29,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
12,24,29,6,255,29,Catastrophic risks from misaligned advanced AI,Adversarial robustness training via optimized perturbations,PGD Adversarial Training for Robust Fine-Tuning
12,24,29,5,73,29,Catastrophic risks from misaligned advanced AI,Adversarial robustness training via optimized perturbations,Pre-deployment adversarial red-teaming and robustness testing
21,71,29,35,178,29,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
6,211,28,35,48,28,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
10,261,28,11,34,28,Existential catastrophe from misaligned AI,,Public AI risk outreach and educational dissemination
26,124,28,37,111,28,Misaligned AGI existential catastrophe,,ROME-based factual knowledge editing
16,294,28,5,30,28,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,306,28,39,29,28,Insufficient AI safety research capacity,,Export controls on advanced AI hardware
16,319,28,8,28,28,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,295,28,32,30,28,Insufficient AI safety research capacity,,Attainable Utility Preservation reward penalty
16,282,28,15,30,28,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
16,278,28,1,32,28,Insufficient AI safety research capacity,,Continuous anomaly monitoring and safety tripwires
0,315,29,8,28,28,Out-of-distribution generalization failure,,Expand AI Safety Research Funding and Capacity
2,314,29,8,28,28,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
16,293,28,4,30,28,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
4,167,28,35,34,28,Unsafe and Sample-Inefficient RL Exploration,,Human-preference reward model fine-tuning
7,237,28,24,38,28,Human extinction from misaligned superintelligent AI,,RLHF fine-tuning for aligned language models
6,215,27,6,45,27,Reward Misspecification and Reward Hacking,,PGD Adversarial Training for Robust Fine-Tuning
26,326,27,5,27,27,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
16,305,27,24,29,27,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
16,318,27,24,28,27,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
16,308,27,24,29,27,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
16,292,27,11,30,27,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
9,0,27,11,264,27,Deployed AI Misalignment Causes Societal Harm,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
26,41,27,35,245,27,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
10,196,27,4,40,27,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
9,172,27,8,69,27,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
10,221,27,25,43,27,Existential catastrophe from misaligned AI,,Explainable decision support with uncertainty and counterfactuals
18,41,27,35,245,27,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
16,304,27,6,29,27,Insufficient AI safety research capacity,,PGD Adversarial Training for Robust Fine-Tuning
9,0,27,8,6678,27,Deployed AI Misalignment Causes Societal Harm,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
2,0,27,8,6678,27,AI arms race causing unsafe deployment,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
21,52,27,8,215,27,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
2,0,27,11,264,27,AI arms race causing unsafe deployment,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
18,114,26,13,62,26,Catastrophic Superintelligent AI Misalignment,,Multi-objective recommender ranking with safety penalties
16,324,26,23,27,26,Insufficient AI safety research capacity,,Human-aware predictive robot control and safety planning
9,153,26,8,80,26,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
16,323,26,35,27,26,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
25,62,26,39,197,26,Misaligned Superintelligent AI Existential Risk,,Export controls on advanced AI hardware
25,150,26,28,84,26,Misaligned Superintelligent AI Existential Risk,,International treaty banning autonomous weapons
21,50,26,8,227,26,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
20,1,26,11,277,26,Deceptive alignment and hidden objectives,Funding and consensus-building for AI safety capacity,Public AI risk outreach and educational dissemination
20,1,26,8,1372,26,Deceptive alignment and hidden objectives,Funding and consensus-building for AI safety capacity,Expand AI Safety Research Funding and Capacity
16,325,26,27,27,26,Insufficient AI safety research capacity,,KL-Regularized RLHF Fine-Tuning
18,114,26,35,62,26,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
26,10,26,8,517,26,Misaligned AGI existential catastrophe,Funding-driven growth of AI safety research capacity,Expand AI Safety Research Funding and Capacity
26,194,26,8,57,26,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
2,75,26,8,174,26,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
16,307,26,8,29,26,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
18,14,26,8,399,26,Catastrophic Superintelligent AI Misalignment,Capacity-building through funded safety talent and oversight,Expand AI Safety Research Funding and Capacity
16,310,26,32,29,26,Insufficient AI safety research capacity,,Attainable Utility Preservation reward penalty
16,309,26,4,29,26,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
19,328,27,8,26,26,Misaligned AI takeover and human disempowerment,,Expand AI Safety Research Funding and Capacity
18,7,26,8,729,26,Catastrophic Superintelligent AI Misalignment,Expanding AI safety research and implementation capacity,Expand AI Safety Research Funding and Capacity
25,59,26,11,208,26,Misaligned Superintelligent AI Existential Risk,,Public AI risk outreach and educational dissemination
16,317,25,8,28,25,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
25,218,25,8,44,25,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
25,133,25,5,100,25,Misaligned Superintelligent AI Existential Risk,,Pre-deployment adversarial red-teaming and robustness testing
25,95,25,4,148,25,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
16,331,25,4,26,25,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
21,263,25,10,34,25,Catastrophic AI misalignment and loss of control,,Governed AI oversight and compliance regimes
6,6,25,6,662,25,Reward Misspecification and Reward Hacking,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
6,6,25,5,74,25,Reward Misspecification and Reward Hacking,Adversarial robustness through PGD training,Pre-deployment adversarial red-teaming and robustness testing
10,134,25,17,98,25,Existential catastrophe from misaligned AI,,Runtime control and coordination modules
38,41,25,35,245,25,Catastrophic AGI Misalignment Risk,,Human-preference reward model fine-tuning
16,302,25,15,29,25,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
25,93,25,8,149,25,Misaligned Superintelligent AI Existential Risk,,Expand AI Safety Research Funding and Capacity
16,301,25,1,29,25,Insufficient AI safety research capacity,,Continuous anomaly monitoring and safety tripwires
16,303,25,1,29,25,Insufficient AI safety research capacity,,Continuous anomaly monitoring and safety tripwires
16,343,25,8,25,25,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
16,316,25,5,28,25,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
26,18,24,24,189,24,Misaligned AGI existential catastrophe,Human feedback reward-model alignment learning,RLHF fine-tuning for aligned language models
25,72,24,5,177,24,Misaligned Superintelligent AI Existential Risk,,Pre-deployment adversarial red-teaming and robustness testing
12,157,24,4,79,24,Catastrophic risks from misaligned advanced AI,,Pre-deployment safety gates and controlled release
24,102,24,8,134,24,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
16,213,48,35,24,24,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
16,213,48,5,24,24,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,230,24,5,27,24,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
9,128,24,8,97,24,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
16,332,24,37,26,24,Insufficient AI safety research capacity,,ROME-based factual knowledge editing
25,98,24,35,146,24,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
16,362,24,14,24,24,Insufficient AI safety research capacity,,Beginner-Friendly AGI Safety Knowledge Infrastructure
26,18,24,35,190,24,Misaligned AGI existential catastrophe,Human feedback reward-model alignment learning,Human-preference reward model fine-tuning
10,115,24,8,123,24,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
16,12,24,8,429,24,Insufficient AI safety research capacity,Building AI safety capacity through funded training,Expand AI Safety Research Funding and Capacity
2,246,24,19,24,24,AI arms race causing unsafe deployment,,Demonstration-Based Policy Pretraining
25,20,24,35,360,24,Misaligned Superintelligent AI Existential Risk,Human-feedback alignment and goal specification,Human-preference reward model fine-tuning
21,228,24,32,40,24,Catastrophic AI misalignment and loss of control,,Attainable Utility Preservation reward penalty
10,41,24,35,245,24,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
12,123,24,8,56,24,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
12,123,24,11,56,24,Catastrophic risks from misaligned advanced AI,,Public AI risk outreach and educational dissemination
16,341,24,22,25,24,Insufficient AI safety research capacity,,Deployment-time confidence filtering and rejection sampling
4,9,24,8,538,24,Unsafe and Sample-Inefficient RL Exploration,AI safety capacity building via funding and fellowships,Expand AI Safety Research Funding and Capacity
9,167,23,35,34,23,Deployed AI Misalignment Causes Societal Harm,,Human-preference reward model fine-tuning
9,167,23,19,23,23,Deployed AI Misalignment Causes Societal Harm,,Demonstration-Based Policy Pretraining
21,192,23,15,58,23,Catastrophic AI misalignment and loss of control,,Pre-deployment mechanistic interpretability audits
16,345,23,29,25,23,Insufficient AI safety research capacity,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
16,344,23,29,25,23,Insufficient AI safety research capacity,,"Neuroscience validation platforms for cognition, emulation, and alignment research"
7,35,23,24,271,23,Human extinction from misaligned superintelligent AI,Human-feedback reward modeling for alignment,RLHF fine-tuning for aligned language models
16,40,23,11,260,23,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
16,355,23,4,24,23,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
17,24,23,5,73,23,Adversarial Image Classification Misclassification,Adversarial robustness training via optimized perturbations,Pre-deployment adversarial red-teaming and robustness testing
16,354,23,32,24,23,Insufficient AI safety research capacity,,Attainable Utility Preservation reward penalty
2,70,23,8,172,23,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
26,359,23,24,24,23,Misaligned AGI existential catastrophe,,RLHF fine-tuning for aligned language models
17,24,23,6,255,23,Adversarial Image Classification Misclassification,Adversarial robustness training via optimized perturbations,PGD Adversarial Training for Robust Fine-Tuning
25,26,23,8,323,23,Misaligned Superintelligent AI Existential Risk,Funding-driven expansion of AI safety capacity,Expand AI Safety Research Funding and Capacity
7,47,23,32,228,23,Human extinction from misaligned superintelligent AI,,Attainable Utility Preservation reward penalty
7,0,23,11,264,23,Human extinction from misaligned superintelligent AI,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
7,0,23,8,6678,23,Human extinction from misaligned superintelligent AI,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
21,193,23,8,58,23,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
21,191,23,5,58,23,Catastrophic AI misalignment and loss of control,,Pre-deployment adversarial red-teaming and robustness testing
4,167,28,19,23,23,Unsafe and Sample-Inefficient RL Exploration,,Demonstration-Based Policy Pretraining
10,142,22,4,92,22,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
16,78,22,11,169,22,Insufficient AI safety research capacity,,Public AI risk outreach and educational dissemination
6,371,23,8,22,22,Reward Misspecification and Reward Hacking,,Expand AI Safety Research Funding and Capacity
16,364,22,5,23,22,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
16,353,22,6,24,22,Insufficient AI safety research capacity,,PGD Adversarial Training for Robust Fine-Tuning
38,124,22,37,111,22,Catastrophic AGI Misalignment Risk,,ROME-based factual knowledge editing
20,298,22,8,30,22,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
7,5,22,24,855,22,Human extinction from misaligned superintelligent AI,Human feedback loops for objective alignment,RLHF fine-tuning for aligned language models
26,272,22,11,33,22,Misaligned AGI existential catastrophe,,Public AI risk outreach and educational dissemination
0,0,22,8,6678,22,Out-of-distribution generalization failure,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
0,0,22,11,264,22,Out-of-distribution generalization failure,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
17,0,22,8,6678,22,Adversarial Image Classification Misclassification,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
35,287,22,8,32,22,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
16,366,22,5,23,22,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
6,41,22,35,245,22,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
16,379,22,32,22,22,Insufficient AI safety research capacity,,Attainable Utility Preservation reward penalty
16,342,22,4,25,22,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
35,387,22,8,22,22,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
17,0,22,11,264,22,Adversarial Image Classification Misclassification,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
16,365,22,10,23,22,Insufficient AI safety research capacity,,Governed AI oversight and compliance regimes
16,373,22,4,22,22,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
18,8,22,8,316,22,Catastrophic Superintelligent AI Misalignment,Grant-funded AI safety talent pipeline,Expand AI Safety Research Funding and Capacity
18,8,22,11,362,22,Catastrophic Superintelligent AI Misalignment,Grant-funded AI safety talent pipeline,Public AI risk outreach and educational dissemination
12,20,22,35,360,22,Catastrophic risks from misaligned advanced AI,Human-feedback alignment and goal specification,Human-preference reward model fine-tuning
12,70,22,8,172,22,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
20,271,22,8,27,22,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
17,337,21,6,24,21,Adversarial Image Classification Misclassification,,PGD Adversarial Training for Robust Fine-Tuning
10,195,21,8,56,21,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
38,148,21,22,85,21,Catastrophic AGI Misalignment Risk,,Deployment-time confidence filtering and rejection sampling
22,389,22,8,21,21,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
2,256,21,8,35,21,AI arms race causing unsafe deployment,,Expand AI Safety Research Funding and Capacity
38,3,21,19,600,21,Catastrophic AGI Misalignment Risk,Robust reward learning and specification gaming,Demonstration-Based Policy Pretraining
38,182,21,8,63,21,Catastrophic AGI Misalignment Risk,,Expand AI Safety Research Funding and Capacity
16,116,21,38,122,21,Insufficient AI safety research capacity,,Incentivized AI forecasting and prediction systems
38,196,21,4,40,21,Catastrophic AGI Misalignment Risk,,Pre-deployment safety gates and controlled release
16,377,21,6,22,21,Insufficient AI safety research capacity,,PGD Adversarial Training for Robust Fine-Tuning
38,3,21,5,300,21,Catastrophic AGI Misalignment Risk,Robust reward learning and specification gaming,Pre-deployment adversarial red-teaming and robustness testing
10,262,21,4,34,21,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
14,0,21,8,6678,21,Unsafe AI Decisions in High-Stakes Settings,Funding and training to build AI safety capacity,Expand AI Safety Research Funding and Capacity
18,19,21,35,377,21,Catastrophic Superintelligent AI Misalignment,Human feedback reward-model alignment,Human-preference reward model fine-tuning
4,322,21,8,28,21,Unsafe and Sample-Inefficient RL Exploration,,Expand AI Safety Research Funding and Capacity
16,376,21,15,22,21,Insufficient AI safety research capacity,,Pre-deployment mechanistic interpretability audits
16,147,21,8,86,21,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
10,140,21,8,84,21,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
12,118,21,10,118,21,Catastrophic risks from misaligned advanced AI,,Governed AI oversight and compliance regimes
16,375,21,24,22,21,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
14,0,21,11,264,21,Unsafe AI Decisions in High-Stakes Settings,Funding and training to build AI safety capacity,Public AI risk outreach and educational dissemination
7,350,20,12,25,20,Human extinction from misaligned superintelligent AI,,Pre-deployment bias auditing and fairness mitigation
7,245,20,24,36,20,Human extinction from misaligned superintelligent AI,,RLHF fine-tuning for aligned language models
26,49,20,8,228,20,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
16,378,20,8,22,20,Insufficient AI safety research capacity,,Expand AI Safety Research Funding and Capacity
26,63,20,8,194,20,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
16,374,20,24,22,20,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
26,86,20,24,157,20,Misaligned AGI existential catastrophe,,RLHF fine-tuning for aligned language models
16,392,20,5,21,20,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
21,157,20,4,79,20,Catastrophic AI misalignment and loss of control,,Pre-deployment safety gates and controlled release
24,175,20,8,68,20,Objective Misspecification and Misaligned Optimization,,Expand AI Safety Research Funding and Capacity
12,146,20,8,87,20,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
25,113,20,11,125,20,Misaligned Superintelligent AI Existential Risk,,Public AI risk outreach and educational dissemination
10,95,20,4,148,20,Existential catastrophe from misaligned AI,,Pre-deployment safety gates and controlled release
6,1,20,8,1372,20,Reward Misspecification and Reward Hacking,Funding and consensus-building for AI safety capacity,Expand AI Safety Research Funding and Capacity
7,16,20,17,391,20,Human extinction from misaligned superintelligent AI,Utility-shaping and power-seeking mitigation mechanisms,Runtime control and coordination modules
16,391,20,13,21,20,Insufficient AI safety research capacity,,Multi-objective recommender ranking with safety penalties
16,393,20,35,21,20,Insufficient AI safety research capacity,,Human-preference reward model fine-tuning
10,106,20,5,135,20,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
10,116,20,38,122,20,Existential catastrophe from misaligned AI,,Incentivized AI forecasting and prediction systems
6,264,20,4,34,20,Reward Misspecification and Reward Hacking,,Pre-deployment safety gates and controlled release
6,1,20,11,277,20,Reward Misspecification and Reward Hacking,Funding and consensus-building for AI safety capacity,Public AI risk outreach and educational dissemination
18,4,20,4,894,20,Catastrophic Superintelligent AI Misalignment,Corrigible transparency and secure oversight mechanisms,Pre-deployment safety gates and controlled release
35,19,20,35,377,20,Advanced AI value misalignment risk,Human feedback reward-model alignment,Human-preference reward model fine-tuning
9,109,20,8,122,20,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
16,372,20,4,22,20,Insufficient AI safety research capacity,,Pre-deployment safety gates and controlled release
16,404,19,10,20,19,Insufficient AI safety research capacity,,Governed AI oversight and compliance regimes
20,109,19,8,122,19,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
35,427,19,8,19,19,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
16,407,19,18,20,19,Insufficient AI safety research capacity,,Critique-guided fine-tuning and human feedback
18,2,19,8,1210,19,Catastrophic Superintelligent AI Misalignment,AI safety research funding and capacity building,Expand AI Safety Research Funding and Capacity
16,363,19,10,23,19,Insufficient AI safety research capacity,,Governed AI oversight and compliance regimes
21,24,19,5,73,19,Catastrophic AI misalignment and loss of control,Adversarial robustness training via optimized perturbations,Pre-deployment adversarial red-teaming and robustness testing
21,24,19,6,255,19,Catastrophic AI misalignment and loss of control,Adversarial robustness training via optimized perturbations,PGD Adversarial Training for Robust Fine-Tuning
6,2,19,8,1210,19,Reward Misspecification and Reward Hacking,AI safety research funding and capacity building,Expand AI Safety Research Funding and Capacity
26,182,19,8,63,19,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
16,405,19,5,20,19,Insufficient AI safety research capacity,,Pre-deployment adversarial red-teaming and robustness testing
21,43,19,39,246,19,Catastrophic AI misalignment and loss of control,,Export controls on advanced AI hardware
16,408,19,6,20,19,Insufficient AI safety research capacity,,PGD Adversarial Training for Robust Fine-Tuning
7,224,19,8,42,19,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
7,386,19,35,22,19,Human extinction from misaligned superintelligent AI,,Human-preference reward model fine-tuning
6,198,19,2,56,19,Reward Misspecification and Reward Hacking,,MCTS-Guided RL Planning and Training
0,6,19,6,662,19,Out-of-distribution generalization failure,Adversarial robustness through PGD training,PGD Adversarial Training for Robust Fine-Tuning
16,406,19,24,20,19,Insufficient AI safety research capacity,,RLHF fine-tuning for aligned language models
