risk_cid,bfamily_id,n_paths_r2c,interv_cid,n_paths_c2i,n_triplet_paths,risk_name,chain_name,interv_name
21,31,1,35,9,1,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
10,89,1,35,5,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
17,80,2,22,1,1,Adversarial Image Classification Misclassification,,Deployment-time confidence filtering and rejection sampling
10,64,1,18,6,1,Existential catastrophe from misaligned AI,,Critique-guided fine-tuning and human feedback
5,38,8,2,2,1,Compute and data inefficiency in AI training,,MCTS-Guided RL Planning and Training
7,75,1,8,6,1,Human extinction from misaligned superintelligent AI,,Expand AI Safety Research Funding and Capacity
22,75,1,8,6,1,Deceptive and Harmful Language Model Outputs,,Expand AI Safety Research Funding and Capacity
22,48,1,18,4,1,Deceptive and Harmful Language Model Outputs,,Critique-guided fine-tuning and human feedback
18,30,1,35,11,1,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
33,10,1,39,16,1,AI-driven personal data privacy breaches,,Export controls on advanced AI hardware
24,30,1,35,11,1,Objective Misspecification and Misaligned Optimization,,Human-preference reward model fine-tuning
35,92,1,13,5,1,Advanced AI value misalignment risk,,Multi-objective recommender ranking with safety penalties
28,68,6,4,1,1,Algorithmic discrimination in high-stakes decisions,,Pre-deployment safety gates and controlled release
22,88,1,24,5,1,Deceptive and Harmful Language Model Outputs,,RLHF fine-tuning for aligned language models
0,40,8,9,1,1,Out-of-distribution generalization failure,,Choose robust model architectures at design time
21,87,1,32,5,1,Catastrophic AI misalignment and loss of control,,Attainable Utility Preservation reward penalty
35,34,1,35,9,1,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
19,32,2,24,5,1,Misaligned AI takeover and human disempowerment,,RLHF fine-tuning for aligned language models
6,85,3,30,2,1,Reward Misspecification and Reward Hacking,,Periodic target networks for stable Q-learning
10,45,1,6,2,1,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
10,20,1,6,12,1,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
15,52,1,9,8,1,Opaque AI decision-making undermines oversight and safety,,Choose robust model architectures at design time
28,78,1,10,5,1,Algorithmic discrimination in high-stakes decisions,,Governed AI oversight and compliance regimes
21,86,1,37,5,1,Catastrophic AI misalignment and loss of control,,ROME-based factual knowledge editing
14,63,1,25,1,1,Unsafe AI Decisions in High-Stakes Settings,,Explainable decision support with uncertainty and counterfactuals
11,0,2,8,165,1,Misforecasted AI Timelines Undermining Safety Preparedness,,Expand AI Safety Research Funding and Capacity
11,0,2,11,18,1,Misforecasted AI Timelines Undermining Safety Preparedness,,Public AI risk outreach and educational dissemination
26,46,1,5,8,1,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
0,36,3,0,1,1,Out-of-distribution generalization failure,,Training-time regularization for robust generalization
12,60,1,10,7,1,Catastrophic risks from misaligned advanced AI,,Governed AI oversight and compliance regimes
12,61,1,10,7,1,Catastrophic risks from misaligned advanced AI,,Governed AI oversight and compliance regimes
12,50,1,8,8,1,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
12,51,1,5,8,1,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
19,32,2,35,5,1,Misaligned AI takeover and human disempowerment,,Human-preference reward model fine-tuning
6,48,1,18,4,1,Reward Misspecification and Reward Hacking,,Critique-guided fine-tuning and human feedback
19,93,1,35,5,1,Misaligned AI takeover and human disempowerment,,Human-preference reward model fine-tuning
19,56,1,15,7,1,Misaligned AI takeover and human disempowerment,,Pre-deployment mechanistic interpretability audits
4,28,12,26,1,1,Unsafe and Sample-Inefficient RL Exploration,,Reward-guided RL fine-tuning with safety constraints
4,77,6,20,1,1,Unsafe and Sample-Inefficient RL Exploration,,Uniform Experience Replay for RL Training
4,96,3,9,1,1,Unsafe and Sample-Inefficient RL Exploration,,Choose robust model architectures at design time
4,96,3,20,1,1,Unsafe and Sample-Inefficient RL Exploration,,Uniform Experience Replay for RL Training
4,96,3,26,2,1,Unsafe and Sample-Inefficient RL Exploration,,Reward-guided RL fine-tuning with safety constraints
9,78,1,6,1,1,Deployed AI Misalignment Causes Societal Harm,,PGD Adversarial Training for Robust Fine-Tuning
26,31,1,35,9,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
19,20,1,6,12,1,Misaligned AI takeover and human disempowerment,,PGD Adversarial Training for Robust Fine-Tuning
19,4,3,5,4,1,Misaligned AI takeover and human disempowerment,,Pre-deployment adversarial red-teaming and robustness testing
31,76,1,5,1,1,Undetected unsafe behavior in deployed AI systems,,Pre-deployment adversarial red-teaming and robustness testing
6,31,5,19,1,1,Reward Misspecification and Reward Hacking,,Demonstration-Based Policy Pretraining
9,57,1,5,7,1,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
9,67,1,15,6,1,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment mechanistic interpretability audits
38,66,2,27,3,1,Catastrophic AGI Misalignment Risk,,KL-Regularized RLHF Fine-Tuning
9,98,5,8,1,1,Deployed AI Misalignment Causes Societal Harm,,Expand AI Safety Research Funding and Capacity
9,98,5,11,1,1,Deployed AI Misalignment Causes Societal Harm,,Public AI risk outreach and educational dissemination
9,98,5,4,1,1,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment safety gates and controlled release
38,66,2,33,3,1,Catastrophic AGI Misalignment Risk,,Deployment-time prompt engineering for aligned behavior
0,39,8,2,1,1,Out-of-distribution generalization failure,,MCTS-Guided RL Planning and Training
12,45,1,5,6,1,Catastrophic risks from misaligned advanced AI,,Pre-deployment adversarial red-teaming and robustness testing
0,15,12,9,1,1,Out-of-distribution generalization failure,,Choose robust model architectures at design time
0,33,7,6,1,1,Out-of-distribution generalization failure,,PGD Adversarial Training for Robust Fine-Tuning
0,36,3,16,1,1,Out-of-distribution generalization failure,,Ensemble-based uncertainty and robustness mitigation
6,96,2,35,1,1,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,96,2,26,2,1,Reward Misspecification and Reward Hacking,,Reward-guided RL fine-tuning with safety constraints
14,62,1,25,6,1,Unsafe AI Decisions in High-Stakes Settings,,Explainable decision support with uncertainty and counterfactuals
20,36,1,6,7,1,Deceptive alignment and hidden objectives,,PGD Adversarial Training for Robust Fine-Tuning
20,46,1,5,8,1,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
34,46,1,5,8,1,Instrumental power-seeking by advanced AI agents,,Pre-deployment adversarial red-teaming and robustness testing
26,34,1,35,9,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
26,65,2,35,3,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
4,38,1,2,2,1,Unsafe and Sample-Inefficient RL Exploration,,MCTS-Guided RL Planning and Training
4,76,5,4,1,1,Unsafe and Sample-Inefficient RL Exploration,,Pre-deployment safety gates and controlled release
19,46,1,5,8,1,Misaligned AI takeover and human disempowerment,,Pre-deployment adversarial red-teaming and robustness testing
26,93,1,35,5,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
26,32,2,24,5,1,Misaligned AGI existential catastrophe,,RLHF fine-tuning for aligned language models
26,32,2,35,5,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
26,60,1,10,7,1,Misaligned AGI existential catastrophe,,Governed AI oversight and compliance regimes
26,61,1,10,7,1,Misaligned AGI existential catastrophe,,Governed AI oversight and compliance regimes
19,48,2,24,2,1,Misaligned AI takeover and human disempowerment,,RLHF fine-tuning for aligned language models
35,49,1,8,8,1,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
6,65,2,35,3,1,Reward Misspecification and Reward Hacking,,Human-preference reward model fine-tuning
6,65,2,5,3,1,Reward Misspecification and Reward Hacking,,Pre-deployment adversarial red-teaming and robustness testing
21,1,5,11,13,1,Catastrophic AI misalignment and loss of control,,Public AI risk outreach and educational dissemination
32,47,1,32,8,1,AI shutdown resistance and control loss,,Attainable Utility Preservation reward penalty
38,86,1,37,5,1,Catastrophic AGI Misalignment Risk,,ROME-based factual knowledge editing
9,45,1,5,6,1,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
0,95,5,36,1,1,Out-of-distribution generalization failure,,Robustness-Oriented Training Data Augmentation
0,36,3,6,7,1,Out-of-distribution generalization failure,,PGD Adversarial Training for Robust Fine-Tuning
34,64,1,18,6,1,Instrumental power-seeking by advanced AI agents,,Critique-guided fine-tuning and human feedback
34,89,1,35,5,1,Instrumental power-seeking by advanced AI agents,,Human-preference reward model fine-tuning
35,57,1,5,7,1,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
10,4,1,6,30,1,Existential catastrophe from misaligned AI,,PGD Adversarial Training for Robust Fine-Tuning
20,63,1,15,5,1,Deceptive alignment and hidden objectives,,Pre-deployment mechanistic interpretability audits
35,86,1,37,5,1,Advanced AI value misalignment risk,,ROME-based factual knowledge editing
22,86,1,37,5,1,Deceptive and Harmful Language Model Outputs,,ROME-based factual knowledge editing
11,7,24,25,1,1,Misforecasted AI Timelines Undermining Safety Preparedness,,Explainable decision support with uncertainty and counterfactuals
26,35,5,35,1,1,Misaligned AGI existential catastrophe,,Human-preference reward model fine-tuning
17,4,21,22,1,1,Adversarial Image Classification Misclassification,,Deployment-time confidence filtering and rejection sampling
26,65,2,5,3,1,Misaligned AGI existential catastrophe,,Pre-deployment adversarial red-teaming and robustness testing
0,95,5,34,1,1,Out-of-distribution generalization failure,,Large-scale pretraining before task fine-tuning
10,65,2,5,3,1,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
10,65,2,35,3,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
25,8,1,10,17,1,Misaligned Superintelligent AI Existential Risk,,Governed AI oversight and compliance regimes
25,93,1,35,5,1,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
12,1,1,8,44,1,Catastrophic risks from misaligned advanced AI,,Expand AI Safety Research Funding and Capacity
20,70,1,35,6,1,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,71,1,35,6,1,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,72,1,35,6,1,Deceptive alignment and hidden objectives,,Human-preference reward model fine-tuning
20,73,1,8,6,1,Deceptive alignment and hidden objectives,,Expand AI Safety Research Funding and Capacity
20,74,1,5,6,1,Deceptive alignment and hidden objectives,,Pre-deployment adversarial red-teaming and robustness testing
12,10,1,39,16,1,Catastrophic risks from misaligned advanced AI,,Export controls on advanced AI hardware
1,8,2,39,1,1,Malicious misuse of frontier AI for large-scale harm,,Export controls on advanced AI hardware
21,34,1,35,9,1,Catastrophic AI misalignment and loss of control,,Human-preference reward model fine-tuning
25,66,2,33,3,1,Misaligned Superintelligent AI Existential Risk,,Deployment-time prompt engineering for aligned behavior
25,66,2,27,3,1,Misaligned Superintelligent AI Existential Risk,,KL-Regularized RLHF Fine-Tuning
21,75,1,8,6,1,Catastrophic AI misalignment and loss of control,,Expand AI Safety Research Funding and Capacity
25,18,2,35,7,1,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
25,32,2,24,5,1,Misaligned Superintelligent AI Existential Risk,,RLHF fine-tuning for aligned language models
10,10,1,39,16,1,Existential catastrophe from misaligned AI,,Export controls on advanced AI hardware
25,32,2,35,5,1,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
25,60,1,10,7,1,Misaligned Superintelligent AI Existential Risk,,Governed AI oversight and compliance regimes
25,61,1,10,7,1,Misaligned Superintelligent AI Existential Risk,,Governed AI oversight and compliance regimes
26,75,1,8,6,1,Misaligned AGI existential catastrophe,,Expand AI Safety Research Funding and Capacity
38,0,1,8,165,1,Catastrophic AGI Misalignment Risk,,Expand AI Safety Research Funding and Capacity
16,59,3,14,1,1,Insufficient AI safety research capacity,,Beginner-Friendly AGI Safety Knowledge Infrastructure
10,48,1,18,4,1,Existential catastrophe from misaligned AI,,Critique-guided fine-tuning and human feedback
10,70,1,35,6,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
10,71,1,35,6,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
10,72,1,35,6,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
10,73,1,8,6,1,Existential catastrophe from misaligned AI,,Expand AI Safety Research Funding and Capacity
10,74,1,5,6,1,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
25,18,2,24,7,1,Misaligned Superintelligent AI Existential Risk,,RLHF fine-tuning for aligned language models
34,56,1,15,7,1,Instrumental power-seeking by advanced AI agents,,Pre-deployment mechanistic interpretability audits
38,8,1,10,17,1,Catastrophic AGI Misalignment Risk,,Governed AI oversight and compliance regimes
25,64,1,18,6,1,Misaligned Superintelligent AI Existential Risk,,Critique-guided fine-tuning and human feedback
35,48,1,18,4,1,Advanced AI value misalignment risk,,Critique-guided fine-tuning and human feedback
25,89,1,35,5,1,Misaligned Superintelligent AI Existential Risk,,Human-preference reward model fine-tuning
25,16,1,4,13,1,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
22,90,3,35,1,1,Deceptive and Harmful Language Model Outputs,,Human-preference reward model fine-tuning
9,86,1,37,5,1,Deployed AI Misalignment Causes Societal Harm,,ROME-based factual knowledge editing
9,54,5,5,1,1,Deployed AI Misalignment Causes Societal Harm,,Pre-deployment adversarial red-teaming and robustness testing
10,57,1,5,7,1,Existential catastrophe from misaligned AI,,Pre-deployment adversarial red-teaming and robustness testing
38,31,1,35,9,1,Catastrophic AGI Misalignment Risk,,Human-preference reward model fine-tuning
31,54,1,21,7,1,Undetected unsafe behavior in deployed AI systems,,Formal Verification for Pre-Deployment AI Safety
24,31,1,35,9,1,Objective Misspecification and Misaligned Optimization,,Human-preference reward model fine-tuning
10,30,1,35,11,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
5,38,8,3,1,1,Compute and data inefficiency in AI training,,"Efficient, local, and controllable AI hardware deployment"
25,1,4,11,13,1,Misaligned Superintelligent AI Existential Risk,,Public AI risk outreach and educational dissemination
10,43,1,35,8,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
35,70,1,35,6,1,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
10,58,1,35,7,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
35,71,1,35,6,1,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
35,72,1,35,6,1,Advanced AI value misalignment risk,,Human-preference reward model fine-tuning
35,73,1,8,6,1,Advanced AI value misalignment risk,,Expand AI Safety Research Funding and Capacity
35,74,1,5,6,1,Advanced AI value misalignment risk,,Pre-deployment adversarial red-teaming and robustness testing
25,91,1,4,5,1,Misaligned Superintelligent AI Existential Risk,,Pre-deployment safety gates and controlled release
15,40,1,0,8,1,Opaque AI decision-making undermines oversight and safety,,Training-time regularization for robust generalization
14,52,1,9,8,1,Unsafe AI Decisions in High-Stakes Settings,,Choose robust model architectures at design time
10,18,2,35,7,1,Existential catastrophe from misaligned AI,,Human-preference reward model fine-tuning
21,8,1,10,17,1,Catastrophic AI misalignment and loss of control,,Governed AI oversight and compliance regimes
18,31,1,35,9,1,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
10,18,2,24,7,1,Existential catastrophe from misaligned AI,,RLHF fine-tuning for aligned language models
18,48,2,35,2,1,Catastrophic Superintelligent AI Misalignment,,Human-preference reward model fine-tuning
18,48,2,24,2,1,Catastrophic Superintelligent AI Misalignment,,RLHF fine-tuning for aligned language models
30,84,2,11,3,1,Existential catastrophe and human extinction risks,,Public AI risk outreach and educational dissemination
